Artist name,Song name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration(ms),Track URI,TopList,Year
Lady Gaga,Bad Romance,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,spotify:track:0SiywuOBRcynK0uKGWdCnn,yes,2009
The Fray,You Found Me,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,241853,spotify:track:4IoYz8XqqdowINzfRrFnhi,yes,2009
Beyoncé,Sweet Dreams,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,208067,spotify:track:2wLMMcXV6sRtLijfLZP9oR,yes,2009
Ciara,Love Sex Magic (feat. Justin Timberlake),0.893,0.666,10,-5.089,0,0.138,0.0206,0,0.342,0.874,107.011,220427,spotify:track:1BIENruTnjKdB7HD2YIlRr,yes,2009
Paramore,The Only Exception,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,267653,spotify:track:3ZHfX6kbiY7JVsB63lLOLu,yes,2009
Owl City,Fireflies,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,228347,spotify:track:3DamFFqW32WihKkTVlwTYQ,yes,2009
Taio Cruz,Break Your Heart,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,201547,spotify:track:7ElF5zxOwYP4qVSWVvse3W,yes,2009
The Pussycat Dolls,I Hate This Part,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,218400,spotify:track:3tSuRiNgJmMqmYR23dCqnR,yes,2009
Katy Perry,Waking Up In Vegas,0.524,0.878,5,-3.108,0,0.0346,0.0012,0,0.098,0.59,130.989,199187,spotify:track:0CINJz55gaKzuAsqhZ0hEU,yes,2009
Pitbull,I Know You Want Me (Calle Ocho),0.825,0.743,2,-5.995,1,0.149,0.0142,2.12e-05,0.237,0.8,127.045,237120,spotify:track:6a8GbQIlV8HBUW3c6Uk9PH,yes,2009
Sean Kingston,Fire Burning,0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973,239987,spotify:track:2oENJa1T33GJ0w8dC167G4,yes,2009
Lady Gaga,Just Dance,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,yes,2009
OneRepublic,Secrets,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,224693,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,yes,2009
JLS,Beat Again - Radio Edit,0.894,0.93,11,-4.577,1,0.0712,0.0355,0,0.0759,0.968,120.02,196640,spotify:track:3fbIXSOzvCamjWAPyGM6hQ,yes,2009
Kelly Clarkson,Already Gone,0.209,0.872,9,-2.996,1,0.0757,0.217,0,0.0768,0.294,78.139,281560,spotify:track:4fq2YUONcgrCJ2SPndSeKC,yes,2009
P!nk,So What,0.534,0.87,11,-3.078,0,0.0425,0.000329,0,0.241,0.462,126.019,215160,spotify:track:0JiY190vktuhSGN6aqJdrt,yes,2009
Akon,Beautiful,0.74,0.945,0,-4.442,0,0.0889,0.123,0,0.112,0.629,130.015,312987,spotify:track:0lqYRbRiGc5oiCUW51JH5s,yes,2009
Selena Gomez & The Scene,Naturally,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,202587,spotify:track:1YaVmBh7EAeR54FIjuFcb5,yes,2009
Kings of Leon,Use Somebody,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,spotify:track:5VGlqQANWDKJFl0MBG3sg2,yes,2009
Kesha,TiK ToK,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,yes,2009
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",0.451,0.873,3,-4.711,0,0.19,0.171,0,0.327,0.589,119.918,196520,spotify:track:5xeSDlt3eCxPsWKBhfUJTR,yes,2009
Jason Derulo,Whatcha Say,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253,spotify:track:7xkQdy0cy5ymoWT7nedvLz,yes,2009
Ne-Yo,Mad,0.731,0.644,0,-5.348,1,0.0343,0.665,0,0.11,0.691,129.94,254533,spotify:track:4LxjagX6D8MxMaoTmqpQ8Y,yes,2009
Boys Like Girls,Two Is Better Than One (feat. Taylor Swift),0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.25,127.976,242840,spotify:track:1MaqkdFNIKPdpQGDzme5ss,yes,2009
Alexandra Burke,Bad Boys (feat. Flo Rida),0.67,0.866,1,-3.684,1,0.0538,0.0115,0,0.358,0.636,140.029,206480,spotify:track:0JYRNrTwUmeySRX37azvnH,yes,2009
P!nk,Please Don't Leave Me,0.587,0.839,6,-4.493,1,0.0363,0.00985,0,0.289,0.763,138.006,231560,spotify:track:4iHUBqALsttdeXVRXlTMQJ,yes,2009
Katy Perry,Hot N Cold,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220227,spotify:track:0iGckQFyv6svOfAbAY9aWJ,yes,2009
Maxwell,Pretty Wings - uncut,0.563,0.402,9,-10.496,1,0.0668,0.252,2.07e-06,0.0886,0.2,115.561,310520,spotify:track:22NLm3IIR9NLG0cUYtmHMW,yes,2009
Jay Sean,Down,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,212107,spotify:track:7LP4Es66zdY7CyjepqmvAg,yes,2009
The Script,Breakeven,0.63,0.694,10,-4.501,1,0.0242,0.144,0,0.0835,0.49,94.034,261427,spotify:track:1fyysXwSGNtMeqMBLwW3SI,yes,2009
Flo Rida,Low (feat. T-Pain),0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,231400,spotify:track:0CAfXk7DXMnon4gLudAp7J,yes,2008
Jeezy,Put On,0.654,0.77,9,-6.091,0,0.0353,0.00342,0,0.0887,0.272,137.616,321293,spotify:track:5dANgSy7v091dhiPnEXNrf,yes,2008
Katy Perry,I Kissed A Girl,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,spotify:track:14iN3o8ptQ8cFVZTEmyQRV,yes,2008
Alicia Keys,No One,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,yes,2008
The Offspring,"You're Gonna Go Far, Kid",0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,177827,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,yes,2008
Coldplay,Viva La Vida,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,spotify:track:1mea3bSkSGXuIRvnydlB5b,yes,2008
Finger Eleven,Paralyzer,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,208107,spotify:track:28IEbk5a7twNTbUEvWslUb,yes,2008
Lil Wayne,Lollipop,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,yes,2008
Jordin Sparks,No Air (feat. Chris Brown),0.466,0.759,8,-4.978,0,0.199,0.0521,0,0.0587,0.328,160.033,264373,spotify:track:7EGhmltmWJHCHobd3g8Hnw,yes,2008
Cage The Elephant,Ain't No Rest For The Wicked - Original Version,0.635,0.914,0,-5.631,1,0.111,0.0597,0,0.601,0.922,156.014,175493,spotify:track:5c5a2Ptu8eyIpljhQHjIqk,yes,2008
Pendulum,Propane Nightmares,0.356,0.966,7,-4.13,0,0.0825,0.000262,0.148,0.192,0.215,173.992,313347,spotify:track:6tC2iHfUlzB2W4ntXXL2BH,yes,2008
Kanye West,Flashing Lights,0.639,0.628,6,-7.578,0,0.0399,0.0381,0,0.386,0.43,90.482,237507,spotify:track:31I3Rt1bPa2LrE74DdNizO,yes,2008
Saving Abel,Addicted,0.512,0.864,7,-4.146,1,0.0338,0.000821,0,0.0982,0.527,138.018,222827,spotify:track:3pxCXv0NACYfYnLjFcQW5D,yes,2008
Jack White,Another Way to Die,0.486,0.765,4,-4.23,0,0.128,0.0239,3.02e-05,0.11,0.386,141.933,262240,spotify:track:3ODl8J0TZAykdMCtCIO28n,yes,2008
Snoop Dogg,Sensual Seduction,0.756,0.829,11,-3.973,1,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,245520,spotify:track:1wva1IlWLDNLgwipUWcmjy,yes,2008
The Game,My Life,0.673,0.766,11,-5.018,1,0.349,0.0724,0,0.0563,0.382,148.113,320893,spotify:track:4GXH9A6fzuE0MNtqtzjhLg,yes,2008
Lil Wayne,A Milli,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,yes,2008
Basshunter feat. DJ Mental Theos Bazzheadz,Now You're Gone - Video Edit,0.639,0.976,1,-5.503,1,0.354,0.0213,0,0.0856,0.354,147.99,148187,spotify:track:5Nr1ZcH9PGTiQdGl9HCCS1,yes,2008
3 Doors Down,It's Not My Time,0.529,0.934,0,-4.808,1,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,241960,spotify:track:3DelzIn0lPwX4PeOJk9zDF,yes,2008
Eric Prydz,Pjanoo - Radio Edit,0.605,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.836,125.99,157432,spotify:track:0F2BxpbxH8Yc3pLub48hrb,yes,2008
Soulja Boy,Crank That (Soulja Boy),0.736,0.74,0,-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141,221933,spotify:track:66TRwr5uJwPt15mfFkzhbi,yes,2008
Kanye West,Homecoming,0.667,0.747,1,-7.059,1,0.189,0.337,0,0.115,0.918,86.917,203493,spotify:track:2ovQ5MCx91XVjgVWEPfvks,yes,2008
Coldplay,Violet Hill,0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,222653,spotify:track:1ZqHjApl3pfzwjweTfMi0g,yes,2008
MGMT,Kids,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,spotify:track:1jJci4qxiYcOHhQR247rEU,yes,2008
Basshunter,All I Ever Wanted - Radio Edit,0.645,0.984,4,-7.051,1,0.0508,0.164,0.00701,0.164,0.553,144.954,176453,spotify:track:2PTvik6EqPAIYOclAB3SU8,yes,2008
M.I.A.,Paper Planes,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.65,0.485,172.247,205200,spotify:track:1wgqttlPacpvmX5DKVboOa,yes,2008
Kardinal Offishall,Dangerous,0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,246053,spotify:track:4NOZ35Dhucr6UlVyLOtktd,yes,2008
Britney Spears,Piece of Me,0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,212107,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,yes,2008
Madcon,Beggin (original version),0.715,0.8,4,-5.144,0,0.057,0.0271,0,0.0648,0.445,129.023,216147,spotify:track:1XyL3J7eTTKnxRZAM3LqIT,yes,2008
Wiley,Wearing My Rolex - Radio Edit,0.876,0.716,1,-6.884,1,0.135,0.0468,0.000482,0.0667,0.755,131.942,170480,spotify:track:5liQj4sVRmEEESvvcb64o8,yes,2008
Guru Josh Project,Infinity 2008,0.493,0.849,7,-6.139,0,0.0576,0.000337,0.00672,0.355,0.483,127.999,190013,spotify:track:7vseIfb8ooQmXzisuinchZ,yes,2008
Kanye West,Love Lockdown,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,270307,spotify:track:1kxeWHF9PrCVZHvVskv8lg,yes,2008
Lupe Fiasco,Superstar (feat. Matthew Santos),0.572,0.822,11,-6.015,0,0.361,0.207,0,0.359,0.472,94.812,289000,spotify:track:7dltD9eEX7X1zk8JJ9BS0e,yes,2008
Gym Class Heroes,Cookie Jar (feat. The-Dream),0.687,0.668,5,-4.061,1,0.0282,0.0253,0,0.744,0.418,113.053,216317,spotify:track:3RDcUlLGp3SLp2AmUbUbls,yes,2008
Linkin Park,Shadow of the Day,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,spotify:track:0OYcEfskah1egYHjYRvbg1,yes,2008
Lil Wayne,Got Money,0.694,0.661,7,-4.847,1,0.118,0.00188,0,0.676,0.702,82.48,244627,spotify:track:46lIt6GmL0VkkbuUyGDbCs,yes,2008
Rihanna,Disturbia,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,238627,spotify:track:2VOomzT6VavJOGBeySqaMc,yes,2008
Chris Brown,Kiss Kiss (feat. T-Pain),0.729,0.658,10,-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043,250667,spotify:track:3wKKkGVn7cVSfgPeYYIiXG,yes,2008
Plies,Hypnotized (feat. Akon),0.84,0.571,10,-7.421,1,0.0797,0.16,0,0.406,0.617,116.59,188493,spotify:track:3LN41NUdHkyNqQhi9gExMm,yes,2008
Santana,Into the Night (feat. Chad Kroeger),0.595,0.844,7,-4.678,1,0.0331,0.0137,0,0.234,0.603,127.981,222440,spotify:track:5Hv1QAbRWrUSUHaT0CmnMS,yes,2008
Britney Spears,Womanizer,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139.0,224400,spotify:track:4fixebDZAVToLbUCuEloa2,yes,2008
Secondhand Serenade,Fall for You,0.392,0.451,0,-7.109,1,0.0361,0.174,0,0.103,0.358,169.489,183600,spotify:track:7J5prjNs67L9W7YPPzIxVl,yes,2008
Biffy Clyro,Mountains,0.507,0.852,1,-6.841,1,0.0453,0.000676,1.28e-05,0.0599,0.595,158.0,201147,spotify:track:7ID1obCK75QsDQuf9pEVxK,yes,2008
Dizzee Rascal,Dance Wiv Me - Radio Edit,0.878,0.746,11,-4.281,1,0.0451,0.0476,0,0.154,0.792,111.996,204093,spotify:track:6pTg4H8juKV9iSzrcVUbM3,yes,2008
The-Dream,I Luv Your Girl,0.723,0.322,8,-9.702,1,0.0341,0.014,0,0.119,0.0406,90.063,267867,spotify:track:3wkNK8tJZ2stygNJm8RCRD,yes,2008
T.I.,Whatever You Like,0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,249533,spotify:track:1IAzD1muglOxOcPbUHs70R,yes,2008
September,Cry for You,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018,209800,spotify:track:1mvZErZBp7WZT3HfGBykao,yes,2008
Vampire Weekend,A-Punk,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,137760,spotify:track:5dKBaysNJtfpyNTRa5lqDb,yes,2008
Metro Station,Shake It,0.619,0.958,4,-3.83,1,0.0776,0.00212,2.23e-06,0.622,0.819,150.025,179947,spotify:track:46SFeuNs1K5D76D9vCwFuR,yes,2008
Madonna,Give It 2 Me,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,287907,spotify:track:59qPP8coY8EWIQ9nQDThui,yes,2008
Kelly Rowland,Work,0.888,0.823,10,-6.351,0,0.0538,0.00499,0,0.291,0.623,102.757,207920,spotify:track:3b2j6mazTH7yCRCuotXCgy,yes,2008
The Pussycat Dolls,When I Grow Up,0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,245680,spotify:track:21pySLskKIKrhDziCX5ojQ,yes,2008
Estelle,American Boy,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,284733,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,yes,2008
Akon,Right Now (Na Na Na),0.83,0.857,8,-4.194,0,0.152,0.262,0,0.413,0.607,137.982,240747,spotify:track:2VqAEP1yY5T523K7bZtL8a,yes,2008
T.I.,Live Your Life,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,338853,spotify:track:3jlbL2OTD5YmIunYzgQTAN,yes,2008
Kings of Leon,Sex on Fire,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,spotify:track:0ntQJM78wzOLVeCUAW7Y45,yes,2008
will.i.am,Heartbreaker,0.788,0.549,9,-8.793,0,0.0732,0.0352,0.127,0.147,0.449,120.051,327880,spotify:track:5iCncPeJkRHg0b3wlBdbTl,yes,2008
Bon Iver,Skinny Love,0.592,0.256,4,-14.031,0,0.0449,0.842,2.38e-06,0.088,0.103,76.361,238533,spotify:track:1NyFRrFiJAJIaR6icj1goI,yes,2008
Metro Station,Shake It,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947,spotify:track:5619Ojc6t9evEEs3B7Drhe,yes,2008
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,yes,2008
T-Pain,Can't Believe It (feat. Lil' Wayne),0.648,0.516,10,-8.869,0,0.049,0.00179,0,0.0772,0.0756,89.828,273827,spotify:track:3u0U15DxIJQEdqWBNoxSWM,yes,2008
J. Holiday,Suffocate - Superclean,0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.447,82.82,220053,spotify:track:3nJjIYchBNkYm7B8XfJf5N,yes,2008
Miley Cyrus,See You Again,0.692,0.911,9,-5.098,0,0.177,0.0149,7.34e-05,0.112,0.801,138.975,190453,spotify:track:0G71WvIkF2K6HViJeFvOcM,yes,2008
Trey Songz,Can't Help but Wait,0.699,0.699,8,-5.564,0,0.0737,0.358,0,0.0912,0.611,94.977,206413,spotify:track:5k3VjTwIsOjQ2woGz3Yx71,yes,2008
Kanye West,Good Life,0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.487,82.962,207000,spotify:track:14blxrgE0VWAgv5aF2wWmx,yes,2008
The Ting Tings,Shut Up and Let Me Go,0.852,0.927,7,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,171227,spotify:track:37QOvoAg1EC0PgWnfMrRmi,yes,2008
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",0.648,0.801,5,-7.24,0,0.167,0.154,0,0.339,0.807,78.946,240760,spotify:track:0exb0K7vsjf5bXWLJJhAuF,yes,2008
Sean Kingston,Take You There,0.752,0.921,5,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,236693,spotify:track:6AdLyvisRKHLAwARaZMGr6,yes,2008
Timbaland,Apologize - Remix,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016,184400,spotify:track:6ucR4KfvsBFWCMVFDvyKKl,yes,2008
Colby O'Donis,What You Got - Main,0.775,0.641,1,-6.718,1,0.038,0.0327,0,0.18,0.305,119.974,243013,spotify:track:3MldzywZOH4Uci6bq9noyJ,yes,2008
Ray J,Sexy Can I feat. Yung Berg,0.575,0.684,1,-6.007,1,0.325,0.299,0,0.614,0.926,172.155,204040,spotify:track:0DdpxWfVvUGgkJv5536tiF,yes,2008
"H ""two"" O",What's It Gonna Be (feat. Platnum),0.733,0.9,9,-4.758,1,0.0341,0.0085,0.0218,0.151,0.937,139.61,207476,spotify:track:2xUjNGHjJOBcpTf7dYx4EY,yes,2008
OneRepublic,Stop And Stare,0.492,0.859,4,-4.274,1,0.0332,0.0659,0,0.0756,0.251,92.474,223853,spotify:track:0pg4ptWsO9eMH6nEhrM9fD,yes,2008
The Pussycat Dolls,I Hate This Part,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,218400,spotify:track:3tSuRiNgJmMqmYR23dCqnR,yes,2008
Lady Gaga,Just Dance,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,yes,2008
P!nk,So What,0.534,0.87,11,-3.078,0,0.0425,0.000329,0,0.241,0.462,126.019,215160,spotify:track:0JiY190vktuhSGN6aqJdrt,yes,2008
Danity Kane,Damaged,0.774,0.653,8,-5.158,0,0.05,0.0912,0,0.151,0.818,120.01,244267,spotify:track:4yHFxB8kzzeuNvoouR8N0N,yes,2008
Fergie,Clumsy,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,240427,spotify:track:7tawDKBYV9059X92D6dr7R,yes,2008
Usher,Love in This Club (feat. Young Jeezy),0.573,0.712,0,-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,259720,spotify:track:5j0McHPthKpOXRr3fBq8M0,yes,2008
Scouting For Girls,Elvis Ain't Dead,0.52,0.743,8,-3.263,1,0.0513,0.021,0,0.106,0.677,155.141,229893,spotify:track:4r8lB0WDgajnZgLrOKw82B,yes,2008
Gavin DeGraw,In Love With a Girl,0.439,0.906,3,-4.8,1,0.0439,0.0193,0,0.373,0.687,161.905,206000,spotify:track:3zcmWxxUA7Em7X3IBqZGUo,yes,2008
Kings of Leon,Use Somebody,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,spotify:track:5VGlqQANWDKJFl0MBG3sg2,yes,2008
Alicia Keys,Like You'll Never See Me Again,0.562,0.657,7,-8.074,1,0.0315,0.173,0.000272,0.102,0.266,127.808,315360,spotify:track:3JHDtmFdX9kdx9wz0md98U,yes,2008
Gabriella Cilmi,Sweet About Me,0.671,0.701,6,-5.035,1,0.0288,0.0607,2.7e-06,0.163,0.585,131.977,202133,spotify:track:5wznxkB792LjSRdbZ1J1zo,yes,2008
Kylie Minogue,Wow,0.654,0.884,9,-5.466,1,0.202,0.151,0.000268,0.379,0.851,124.072,190973,spotify:track:7xjut3yY1qOBy5Fi1egX0i,yes,2008
Katy Perry,Hot N Cold,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220227,spotify:track:0iGckQFyv6svOfAbAY9aWJ,yes,2008
Leona Lewis,Run,0.285,0.462,5,-6.166,0,0.0291,0.428,5.61e-06,0.122,0.0923,142.365,314720,spotify:track:4hrAKlxfblnG7llBEEX7TR,yes,2008
Alesha Dixon,The Boy Does Nothing,0.632,0.972,3,-2.423,0,0.121,0.121,7.74e-05,0.0317,0.845,87.0,210680,spotify:track:522GGnq0ZikjsxbiKFLy3D,yes,2008
Rihanna,Don't Stop The Music,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,spotify:track:0ByMNEPAPpOR5H69DVrTNy,yes,2008
Ne-Yo,Closer,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,234360,spotify:track:0GX5oOKtU0nnx5OkhenW2i,yes,2008
Mariah Carey,Touch My Body,0.715,0.665,4,-7.736,0,0.0502,0.0996,0,0.224,0.84,78.502,204733,spotify:track:2H1l4JczUDbiWfQtQElB05,yes,2008
The Ting Tings,That's Not My Name,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,310573,spotify:track:0GrrLYCH8u81aENhC8FBF4,yes,2008
Jonas Brothers,Burnin' Up,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114.0,175093,spotify:track:2VEsmoek0sol9MnJFyoG9e,yes,2008
Kid Rock,All Summer Long,0.7,0.864,7,-3.629,1,0.0283,0.0212,0,0.0956,0.887,102.997,297587,spotify:track:5rX6C5QVvvZB7XckETNych,yes,2008
David Archuleta,Crush,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,213520,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,yes,2008
Sam Sparro,Black & Gold - Radio Edit,0.383,0.703,4,-5.65,0,0.0763,0.00116,2.39e-05,0.112,0.42,135.968,212360,spotify:track:6lT26Dq7aEwOjXTZzkBjSO,yes,2008
Scouting For Girls,Heartbeat,0.566,0.863,2,-3.835,1,0.0621,0.0509,0,0.106,0.864,155.131,175907,spotify:track:6PlXJ2yy2hpJn0FHVWakx6,yes,2008
John Legend,Green Light (feat. André 3000),0.622,0.882,9,-5.59,0,0.119,0.0912,0,0.216,0.762,77.506,284187,spotify:track:72by3Re4C3eVEBXvsUo0zV,yes,2008
Jordin Sparks,Tattoo,0.566,0.766,2,-5.036,1,0.0399,0.431,0,0.101,0.547,168.005,233467,spotify:track:1oi3vkeOGXAd3qljM5o9Oe,yes,2008
Adele,Chasing Pavements,0.614,0.47,5,-6.09,0,0.0255,0.291,0,0.111,0.329,80.045,210507,spotify:track:2OuNgtXKeCSORKqdl0MxKk,yes,2008
Beyoncé,Irreplaceable,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,yes,2007
Rihanna,Umbrella,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,275987,spotify:track:49FYlytm3dAAraYgpoJZux,yes,2007
Seether,Fake It,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,193893,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,yes,2007
Fergie,Big Girls Don't Cry (Personal),0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.0945,0.253,113.082,268120,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,yes,2007
Mark Ronson,Valerie - Version Revisited,0.698,0.844,1,-4.789,1,0.0544,0.00253,0.000426,0.124,0.896,105.828,219413,spotify:track:4BfRDZLIiznSnwU7DdDL9N,yes,2007
Plain White T's,Hey There Delilah,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971,232533,spotify:track:4RCWB3V8V0dignt99LZ8vH,yes,2007
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,448573,spotify:track:3pD0f7hSJg2XdQ6udw5Tey,yes,2007
Gwen Stefani,The Sweet Escape,0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,246467,spotify:track:07K4GcCDSTiXUF5ssyTRUM,yes,2007
Linkin Park,Bleed It Out,0.529,0.967,1,-3.647,0,0.0508,0.114,0,0.61,0.596,140.127,166373,spotify:track:0UFDKFqW2oGspYeYqo9wjA,yes,2007
Arctic Monkeys,Brianstorm,0.42,0.974,1,-4.706,1,0.191,8.15e-05,0.00155,0.0871,0.463,165.182,172867,spotify:track:7f9I5WdyXm5q1XqnSYgQZb,yes,2007
Finger Eleven,Paralyzer,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,208107,spotify:track:28IEbk5a7twNTbUEvWslUb,yes,2007
Foo Fighters,The Pretender,0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,269373,spotify:track:7x8dCjCr0x6x2lXKujYD34,yes,2007
My Chemical Romance,Teenagers,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,161920,spotify:track:7j31rVgGX9Q2blT92VBEA0,yes,2007
The Red Jumpsuit Apparatus,Face Down,0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.464,92.956,192000,spotify:track:4wzjNqjKAKDU82e8uMhzmr,yes,2007
Kanye West,Can't Tell Me Nothing,0.596,0.62,5,-6.133,0,0.039,0.0122,0,0.82,0.102,80.029,271600,spotify:track:2MIBAmYwiuGoKUlpq9B9sZ,yes,2007
